review_id;review_date;review_text;rating;country;language;verified;review_length;year;month;post_betsy;period;sentiment
69c9a98f0f7cedafd09ba9e8;3/30/2026 0:37;Initially, I had to come up with solutions to push my loan through, my loan officer told me they couldn?àôt do my loan. I also had to consistently contact my loan officer to keep things moving or my loan was stagnant. I had to provide more information for a HELOC with a super great LTV than to purchase my home. It took a month and half to complete a HELOC. Things were promised throughout and then I found out they were lies. They also don?àôt get exact payoff amounts for other accounts so now I?àôm somehow supposed to payoff a credit card with a check for too much. ;2;US;en;TRUE;565;2026;3/1/2026;1;Post-Betsy;0,9001
69c844d23e31e3bf45476ab4;3/28/2026 23:14;Best rate but poor experience. Poor communication from the loan originator, added on fees that were not communicated prior. These were eventually fixed, but I had to pay close attention along the way ;2;US;en;TRUE;200;2026;3/1/2026;1;Post-Betsy;-0,8074
69c70c0cc96c84ff00062a5c;3/28/2026 1:00;"The process was very simple submittal was easy.
Better staff reviewed quickly and accepted documents.
If additional information was needed, requests were clear and concise.
Closing and subsequent funding was completed in timely manner as was previously communicated.
Would highly recommend using Better Mortgage if you are looking for a loan ";5;US;en;TRUE;342;2026;3/1/2026;1;Post-Betsy;0,9377
69c6fb638dc1fb6522c931f9;3/27/2026 23:49;Overall very happy with the experience. I had a competing offer and Better was able to beat it. The process overall was very fast and good communication throughout. I appreciate that lot of the paperwork was done through the online portal, but sometimes the portal was confusing in terms of the required paperwork and signatures. ;4;US;en;TRUE;330;2026;3/1/2026;1;Post-Betsy;0,616
69c4b58e33908d86ec56b302;3/26/2026 6:26;Ebony made sure we understood all the steps needed.  Closing was easy and timelines matched what was promised.;5;US;en;TRUE;110;2026;3/1/2026;1;Post-Betsy;0,7717
69c409319d028500e3fd1c28;3/25/2026 18:11;Be careful about giving your information to them.  I started getting hourly calls and texts from them.  I am in the process of getting a loan so I expect some level of spamminess, but Better was so far beyond the pale. ;1;US;en;FALSE;219;2026;3/1/2026;1;Post-Betsy;0,705
69bdc9055d146e43efa39311;3/21/2026 0:24;Everything went smoothly and swiftly ;5;US;en;TRUE;37;2026;3/1/2026;1;Post-Betsy;0,296
69bd5b31afa1aef6194c4b21;3/20/2026 16:35;Rectified my issue quickly ;3;US;en;FALSE;27;2026;3/1/2026;1;Post-Betsy;0
69bad73ccc78ea21e54c219a;3/18/2026 18:47;It was a good experience from start to finish. Better team was knowledgeable and quick to respond. Processed and closed the application in 2-3 weeks as promised.;5;US;en;TRUE;161;2026;3/1/2026;1;Post-Betsy;0,8074
69b689a0a85cdc4946aa2381;3/15/2026 12:27;The people I was working with were very helpful every step of the way;5;US;en;TRUE;69;2026;3/1/2026;1;Post-Betsy;0,4754
69b4876e5c6d171df64df804;3/13/2026 23:53;"Probably one of the EASIEST transactions I have ever done when it comes to dealing with money. The communication is A+. 
Professional, efficient, and time friendly! Thank you, Jonathan! ";5;US;en;TRUE;186;2026;3/1/2026;1;Post-Betsy;0,9121
69af3c96684f7bcc9eba56c9;3/9/2026 23:33;The whole process was easy and straightforward.  Service was very efficient, loan officers reached out promptly.  Smooth from start to finish ;5;US;en;TRUE;142;2026;3/1/2026;1;Post-Betsy;0,7501
69aea69995a0f00195b18801;3/9/2026 12:53;Quick and effectively ;5;US;en;TRUE;22;2026;3/1/2026;1;Post-Betsy;0,4404
69acd67ff72255526b9bdae8;3/8/2026 3:53;"being helpful through the whole process and giving additional help when I needed it this was a long experience that I was not aware of all that needed to be done.

Richard  ";5;US;en;TRUE;173;2026;3/1/2026;1;Post-Betsy;0,7845
69acadc5948b79471048a6de;3/8/2026 0:59;"The process began easier than anticipated. Then slowed down. I would have preferred to have the same agent throughout the entire process. It now appears as a multistage process. Uncomfortable at times. A couple stumbling steps at the end. ""Better"" should add paying off the selected debts for the borrower. Their current procedure is a bit archaic at best. It was concerning at the end however we got to the finish line quickly once funding occurred. I would do it again if necessary.";5;US;en;TRUE;484;2026;3/1/2026;1;Post-Betsy;0,8074
69acad45c66b272f3fa04c9e;3/8/2026 0:57;Everyone was super helpful and responsive throughout the process;5;US;en;TRUE;64;2026;3/1/2026;1;Post-Betsy;0,8481
69a9188876658a22e848bd4d;3/5/2026 7:45;Agent Daniel was very professional and courteous with step by step updates which the entire process simple.  ;5;US;en;TRUE;109;2026;3/1/2026;1;Post-Betsy;0,552
69a88afe293d2def744842c3;3/4/2026 21:41;"Is there a more miserable lender on the planet???
Try communications that are very clear and  given to your agent in a timely manner!  Nothing in return!
Watch as your closing date approaches and you still get a lot of blah blah instead of real effort to close on time.  Then watch after the loan FINALLY comes through BUT they hold onto your money another week or more for their own gain,
If you pay more at another Lender such as Cap Center, it's totally work a few extra dollars to have them professionally handle your loan rather than lose a property. ";1;US;en;FALSE;556;2026;3/1/2026;1;Post-Betsy;-0,3343
69a7c20969b787d988e69d5f;3/4/2026 7:24;"Once again, refinancing with Better was an incredibly easy and transparent process. It is very easy to sign up and monitor rates via their online portal with full visibility into the potential costs and fees involved. When the right combination of rates comes along, locking the rate and moving forward is only a few button clicks away. From there, the portal provides easy-to-follow guidance to upload documents, answer questions, and interact with your loan consultant and financial team.

I have used Better for a couple refinances and a purchase and have found it to be an excellent combination of rates with low fees and closing costs.";5;US;en;TRUE;640;2026;3/1/2026;1;Post-Betsy;0,9298
69a7528dbc194d755d22efc3;3/3/2026 23:28;It was a great experience. It was a breeze to use their system. David and Sonia held our hand along the way. Thank you for getting my family our dream home. We could not have done it without you. So many lenders turned us down but you guys made it happen!;5;US;en;TRUE;255;2026;3/1/2026;1;Post-Betsy;0,7345
69a60c2dab6a30fa7540837c;3/3/2026 0:16;Great experience.  Quick and responsive.   ;5;US;en;TRUE;43;2026;3/1/2026;1;Post-Betsy;0,765
69a5c94abe630a63ed1e50f3;3/2/2026 19:30;Tate did not help at all if u r application cancel they don?àôt return u r 500 ;1;US;en;FALSE;77;2026;3/1/2026;1;Post-Betsy;-0,5037
69a387712c217ba6e5c9ea57;3/1/2026 2:25;"Significant and inconsistent handling of tasks leading up to approval. Some were reviewed daily, others took 3-5 days.

Funding date was misleading. The title company blamed Better by only funding the loan at the end of the day which affected their ability to distribute the funds. However, they didn't even distribute the funds early the next day...the title company barely met the deadline for distributing funds the day after the funding date (and that required a phone call).";3;US;en;TRUE;479;2026;3/1/2026;1;Post-Betsy;0,4019
69a22a9f23347e284148b046;2/28/2026 1:37;"I can?àôt recommend Better enough. Jamie Flude?àôs support was invaluable, he has the patience of a saint and is a true credit to the company. I love that the service is free to use and referral rewards are even more appealing. All the while Jamie was not at all pushy compared to other brokers- their service truly sells itself. My initial purchase fell through but Jamie picked my account right back up and provided me invaluable support on my second purchase that completed today.
I have and would recommend Better and I look forward to using again in the future. Thanks Jamie, you made my first house purchase a much more pleasant experience than it could have been otherwise.";5;GB;en;FALSE;676;2026;2/1/2026;1;Post-Betsy;0,987
69a1aa25d8f148d1709f4ed2;2/27/2026 16:28;This process was as expected tedious at times. Lori Mason and Michael Tadlic made it easily bearable with timely feedback. They navigate the system effortlessly through closing we are now happy homeowners.;5;US;en;TRUE;205;2026;2/1/2026;1;Post-Betsy;0,7269
69a113929522ef730e67cae9;2/27/2026 5:46;"Everything was so
Easy to do with their system. The people  was in contact with were great and made for an easy transaction! Would recommend ";5;US;en;TRUE;141;2026;2/1/2026;1;Post-Betsy;0,9265
69a0fce37ad388928d3e03c9;2/27/2026 4:09;Professional team that kept us informed on progress and expedited communicating new tasks daily, which enabled completing the process very smoothly.;5;US;en;TRUE;148;2026;2/1/2026;1;Post-Betsy;0,4215
699e3d08f0c23ff4ac9b52b6;2/25/2026 2:06;They wouldn't use my self-employment income and wouldn't tell me what was not showing in my tax returns. Such a waste of time. They better refund me the $500 start up fee.;1;US;en;FALSE;171;2026;2/1/2026;1;Post-Betsy;0,0258
699a31bf31e902d9005291d2;2/22/2026 0:29;It was so easy dealing with Better. It was a smooth process and would definitely use them again. They have great workers that make sure you are taken care of. I worked with Robert & Jesus and they both made sure everything was taken care of.;4;US;en;TRUE;241;2026;2/1/2026;1;Post-Betsy;0,9734
6998f271e35c82f592be1768;2/21/2026 1:46;"Easy, great communication, and good web interface.
";5;US;en;TRUE;51;2026;2/1/2026;1;Post-Betsy;0,872
6998ddf565c100904123c47d;2/21/2026 0:19;Great experience, very easy!!  Better advertised a rate that was really competitive. I was afraid it would be a bait and switch, but I was wrong.  We locked it in and it was smooth sailing throughout the whole process.  I am a business owner, so I had to upload a lot of information, but they made it easy with their portal.  We went from Application to Closing on a refi in just 3 weeks!;5;US;en;TRUE;388;2026;2/1/2026;1;Post-Betsy;0,7788
6993ee11202488e2d557a3db;2/17/2026 6:26;Had some great reps. helped me through a lot of stuff I couldn?àôt do myself. So I appreciate all the help. ;5;US;en;TRUE;106;2026;2/1/2026;1;Post-Betsy;0,8683
69939b9820b9380d2a16823b;2/17/2026 0:35;Transparency and sound communications.;5;US;en;TRUE;38;2026;2/1/2026;1;Post-Betsy;0
698f790a97afec9aa0f24d7b;2/13/2026 21:18;Zero if able! dont bother with a 2nd mortgage from these clowns. Strung me along for over a month and half because they don't know how to underwrite their own programs the say they have. Garbage ;1;US;en;FALSE;195;2026;2/1/2026;1;Post-Betsy;0,3244
698d2b8462b6bf81f42bf4ab;2/12/2026 3:23;"The service worked well for us. And the people we dealt with in their system were very helpful
";5;US;en;TRUE;95;2026;2/1/2026;1;Post-Betsy;0,6361
698d045d9891e10272631858;2/12/2026 0:36;Ebony and Jared were very responsive, professional, and knowledgeable.  They took care of everything. Super easy to work with them. ;5;US;en;TRUE;132;2026;2/1/2026;1;Post-Betsy;0,9152
6987bc77c985812f93808233;2/8/2026 0:28;"HELOC 
This is our second experience with Better and they truly are one of the best ways to either refinance your mortgage or apply for a HELOC. The process is fast and easy. We highly recommend homebuyers and or homeowners to consider using Better in the future!";5;US;en;TRUE;263;2026;2/1/2026;1;Post-Betsy;0,9577
69852136b940997a55fd0074;2/6/2026 1:01;It was very efficient, timely, and we were given exactly what we were promised in the terms.;5;US;en;TRUE;92;2026;2/1/2026;1;Post-Betsy;0,6801
6985166e9d3160198e90cbe1;2/6/2026 0:15;Reggie and Henri were great. This was my first time buying a home and they answered all my questions and helped me make sure that everything was approved for exactly the house I wanted. Even moving out of state from Colorado to Oklahoma they made the process super easy and I just arrived yesterday and moved in and couldn?àôt be happier with it ;5;US;en;TRUE;344;2026;2/1/2026;1;Post-Betsy;0,9607
6983c9f821aa48d5fbf07a56;2/5/2026 0:36;The initial part of the process thru approval would have been 5 starts.  However, when it got to the final funding stage it totally fell apart.  Won't go into all the details, but seriously not good.  At the time of writing this review, funds are 3 days late and still not clear when funds will be available.   As I said, initial process was great, send part of process was really bad. ;3;US;en;TRUE;386;2026;2/1/2026;1;Post-Betsy;-0,6624
698371e0dc9a3e3f9830f0c5;2/4/2026 18:20;They kept in touch with me to make sure that I understood their process.  They're dedicated to their potential clients.;4;US;en;TRUE;119;2026;2/1/2026;1;Post-Betsy;0,6486
697e3f2e9a606f6866c67b4c;1/31/2026 19:43;I found the entire process from selecting my mortgage to closing to be excellent. Your technology was very good and I loved that I could speak with a human whenever I needed some additional information.  I left a couple a messages after hours and without fail your team called me back the next day. Excellent customer service . ;5;US;en;TRUE;328;2026;1/1/2026;1;Post-Betsy;0,9541
697d44a19857dc742822f9e0;1/31/2026 1:54;The better team was very helpful throughout the process ;5;US;en;TRUE;56;2026;1/1/2026;1;Post-Betsy;0,7178
697ca3c883975423142b1b30;1/30/2026 14:27;Excellent  service,  keep you informed   and everything  veey easy;5;US;en;TRUE;66;2026;1/1/2026;1;Post-Betsy;0,765
6979379ac1f7a5a245846886;1/28/2026 0:09;"We recently refinanced through Better. Closed in approx. 24 days

Pros
- Great technology.
- Very responsive loan processor and loan coordinator. 
- Fast process
- No request for same info over and over again

Cons
- Had to followup and ask for updates. Especially during the closing stage. 

";4;US;en;TRUE;293;2026;1/1/2026;1;Post-Betsy;0,8221
69754a9029d0ae6dd083fa87;1/25/2026 0:41;"Amari was awesome!
We moved through the process super fast and he was incredibly responsive.";5;US;en;TRUE;92;2026;1/1/2026;1;Post-Betsy;0,9019
697544ac474de5c5d6eab466;1/25/2026 0:16;Aside from the back and forth on a few things, the process was quick and rather painless.;5;US;en;TRUE;89;2026;1/1/2026;1;Post-Betsy;0,296
6970ea5a1caafbc5447d3c07;1/21/2026 17:01;"I recently applied for a mortgage refinance with Better Mortgage and was initially quoted a fixed rate of 3.99% with an APR around 4.2?àì4.3%. At closing, however, the numbers did not match what I had been told earlier, and I was asked to bring additional money to closing to buy down the rate, which had not been clearly explained up front.
Throughout the process I felt the communication was confusing and sometimes misleading. Important details about points, cash to close, and how the interest rate was being calculated were either not disclosed clearly or kept changing at the last minute. This made me feel that the offer was not transparent and that I could not fully trust the information I was given.
Because of these issues, I decided not to proceed and I would caution others to be very careful, double?àëcheck all documents, and confirm every number in writing before committing. In my personal opinion, the way the loan terms were presented felt dishonest, and I would not recommend this lender to others.

Fraudulent better mortgage  Origination Charges is $10,688
";1;US;en;FALSE;1075;2026;1/1/2026;1;Post-Betsy;-0,8423
69705546d61343073dafadc0;1/21/2026 6:25;Better was a great business to work with. The Better Team was professional and responsive and combined with their online platform, made the entire process easy and efficient.;5;US;en;TRUE;174;2026;1/1/2026;1;Post-Betsy;0,9524
69684201d188fedcfa016b3f;1/15/2026 3:25;"Overall smooth process.

I'd appreciate additional information about loan transfer, i.e., who is the new owner of the loan.";5;US;en;TRUE;123;2026;1/1/2026;1;Post-Betsy;0,4019
6964691308971af13745a3a1;1/12/2026 5:22;Tony and michael were in constant contact with us throughout the process they responded timely and communicated clearly- ;5;US;en;TRUE;121;2026;1/1/2026;1;Post-Betsy;0,4019
696300feae4811a64e9a894e;1/11/2026 3:46;Where can I start?  I believe it is not how long you had to work to gain success, but it's the success at the end that matters.  Ramey Hammon, THANK YOU!  Very patient, talented, experienced, customer oriented, get the job done kind of guy!  If it wasn't for Ramey.....I'm happy that I worked with Better, Happy I worked with Ramey!  Great guy!  The entire better team is ok, they go above and beyond to ensure the i s are dotted.;5;US;en;TRUE;430;2026;1/1/2026;1;Post-Betsy;0,9912
69554f399fc31d7490b61c2a;12/31/2025 18:28;I came into this reading other reviews, and believing this might be easier than just going down to a local bank in person...but I was wrong. They required so much information it was ridiculous. I did it and wasted so much time....they insisted I had a lien from a landscaper that I went to court with and won, when I never did- and sent them abundance of proof that there isn't anything...but they still asked for more proof on something that does exist. I gave the online link to the court ruling...and this still didn't comfort them...and this for a property that wasn't being secured by the small heloc I was applying for for a rental property. They have a tool that allows you to easily schedule a meeting with them easily....BUT THEY DIDN'T SHOW UP. They didn't answer my online support texts either!!!! There was huge delay and they made this so stupid so I would avoid and I am completely done and upset with this horrible experience. ;1;US;en;FALSE;942;2025;12/1/2025;1;Post-Betsy;-0,9426
6945e42027c8a6b18a0d8b34;12/20/2025 1:47;Third times a charm? My dealings with Doma Title co.  were unimpressive. I had an initial appt at 9 am on Saturday Dec 13th that no one showed for, and no one notified me that they wouldn?àôt be there. Ok , Monday rolls around and I was scheduled a new appt at 7 pm . I was called during the day by the notary saying 6 pm. Ok fine. I rushed to get there and text her I was there at the table only to have her call and say she couldn?àôt make it and was surprised no one had notified me. Ok, I leave there and someone new calls me, he arranged the meeting time with me the next day and had me text him etc. the next afternoon I get a call from someone new telling me she would meet. Mary was on time and great but everyone prior was a joke. Wasted my time. I missed a few hours of extra work (and $$) on Saturday to have no one show up. If given the choice I wouldn?àôt work with this company again based on these experiences.   Otherwise, my experiences with Ramey and Inga at Better were just fine. ;2;US;en;TRUE;994;2025;12/1/2025;1;Post-Betsy;0,2023
6939b66bd942bdfb62832528;12/10/2025 20:05;"Better Mortgage did what Credit Union and Brokers could not do. They made it happen Thanks to Knowledgeable Experts Michael Tadlock and Eduardo Perez. Excellent Communication. The Software Application was User Friendly. Their Technology is superior and they have talented People who know how to use it. 
Thank You So Much Michael, Eduardo and Better Mortgage for making Our Dream a Reality. ";5;US;en;TRUE;391;2025;12/1/2025;1;Post-Betsy;0,9808
6938b89e2c5070a5faf290b6;12/10/2025 2:02;"I found this experience very irritating. Any time I had to talk to someone on the phone it was long and drawn out. I am self-employed and don't have a traditional 8-5 job, but I have multiple income streams and a CPA who is great at using depreciation to save me on taxes. My tax returns should tell the story Better is looking to see (they've been more than enough to secure loans in the past). Better  kept asking for more and more documents (some of them more than once, like somehow they forgot). 
The appraiser they hired also valued my property at $125,000 less than I bought it for and they ignored my dispute, even though I had reason to do so. 

They then discontinued the application without letting me know. The only reason I found out is because I reached out to them to find out what the heck was happening. 

All that said, avoid these folks if you don't have an 8-5. I certainly won't be using them again. ";2;US;en;FALSE;921;2025;12/1/2025;1;Post-Betsy;0,9735
6934fb1b5d9c5a7f73cdfba4;12/7/2025 5:57;The loan funding process was very efficient and the team that help through the closing was great. The loan is being serviced by Shellpoint. It's a HELOC but Shellpoint doesn't have my loan configured to take draws against the product after 3 months of holding the loan product. I'd never get this HELOC product again because it doesn't seem to be a HELOC if you can't draw on it. ;1;US;en;TRUE;380;2025;12/1/2025;1;Post-Betsy;0,6648
69220b6828629650fb4e0d29;11/22/2025 21:13;"If you have anything about your mortgage or refinance that is slightly out of the ordinary -- I strongly advise choosing a local lender - as they just don't have the expertise to address slightly more complex issues.

The mostly have junior staff and overseas support staff -- who either don't respond or make errors in the evaluation of your underwriting.   The whole process drags on and on and you are left in limbo.   Requests to speak to supervisors and others with experience go unaddressed.

My housing association has a lawsuit again it that is in the process of being resolved -- with a settlement in the near future.   

I thankfully made the decision to go to a local lender when I sensed things were stalling and I could absolutely no support.   The local lender was able to move forward and fund the loan.   If I would have waited -- my mortgage would have been refused and I would have lost the property.

Unfortunately, I didn't learn my lesson -- and tried to use better for refinance.   Same outcome - a refusal after months of questions, follow-up, odd questions.  ";1;US;en;FALSE;1083;2025;11/1/2025;1;Post-Betsy;-0,6179
690389b8460d325b8170878b;10/30/2025 17:52;"Wasted hours of time submitting documents. Website sucks you in saying its okay if you cant document income. Then agent calls and acts like everything is fine if you are self employed. After you agree to let them pull your credit the computer and AI take over.
Then underwriting ask for all the documentation likr tax returns the agent said were not necessary.";1;US;en;FALSE;360;2025;10/1/2025;1;Post-Betsy;0,5574
68eef4d8a5d7280f86c20a39;10/15/2025 3:11;Couldn?àôt recommend them enough.;3;US;en;FALSE;31;2025;10/1/2025;1;Post-Betsy;0,3612
68e510581c6a51af6efba880;10/7/2025 15:06;The calls and rates are not worth the ease of use. I submitted a soft check application to check rates, I agreed to be called or texted, but this is like stalker level spam. If you don't answer the phone they will call 3-4 more times back to back. This is hard at work. They will call or text over and over. When I finally picked up the representative got very rude and said he was allowed to call me as much as he wanted because I consented. I said I didnt consent to being called 4-6 times back to back and he asked if this is my first time getting a mortgage (it's not), implying that this was somehow my fault or normal (it's not).  Their website is great, but their rates are never better than a standard lender and call tactics are incredibly annoying. You can get a better rate with a less pushy salesperson, trust me.;1;US;en;FALSE;825;2025;10/1/2025;1;Post-Betsy;-0,6889
68dd548028a2ca22148ca503;10/1/2025 18:19;While working on the application, they started sending messages and calling. I decided not to work with a pushy company like this. Now day 4 and i am still receiving multiple calls a day from them from different numbers. They are acting like spam telemarketer not looking like a trust worthy to work with.;1;US;en;FALSE;305;2025;10/1/2025;1;Post-Betsy;0,6694
68cb72ad7e72fb2dafdc4c5b;9/18/2025 4:47;I have been deciding whether or not to refinance or go with a home equity.  I decided to refinance to access the equity in my home.  I saw an ad on Facebook or tik tok, I can't remember, from a client that said if you want a better lender, use Better Mortgage.   I decided to give it a shot, talk with a rep and preparing to move on...but the thing is, I didn't move on to another lender.  I liked what I was hearing! I liked this company from the jump!! The transparency, the ease of the website, the prompt responses when I had a question,  all of it!! It was like a well oiled machine. No wishy washy stuff, yes, no, that's it. It was all online and they even arranged the appraiser and the attorney to come to me! Imagine! No hunting around to find who can get the jobs i needed done, no haggling over prices, none of it...it was the easiest fastest process I've ever went through.  Listen, I cannot say enough wonderful things about this company!! Chad!! Brie!! Thank you!! Really from the bottom of my heart.  You obviously love what you do, and it shows.  I would definitely do this 100 times over, please don't change a thing, your processes are working great!!;5;US;en;TRUE;1169;2025;9/1/2025;1;Post-Betsy;0,9881
68c4901138838d439ee2fd62;9/12/2025 23:26;So many things went wrong. You guys messed up, your title company messed up, and their dispersement process messed up multiple times. Literally, EVERYTHING went wrong. I would highly recommend NOT using you guys. Not only that! But I was lied to! The sales guy quoted me $495, and the total cost to close was $1800. Horrible, horrible experience in every way. You guys nearly ruined my life. If a user is considering you guys, PLEASE dont use Better;1;US;en;TRUE;449;2025;9/1/2025;1;Post-Betsy;-0,9719
68bd8655721712ba4da0fe3f;9/7/2025 15:19;I was a skeptic and I believed HELOCs were not achievable unless you had a lot of money in your bank account. But, Better.com proved me wrong. They were very professional and friendly. Every step of the process they would explain what was needed and what they were doing. I give them 5 stars. ;5;US;en;TRUE;293;2025;9/1/2025;1;Post-Betsy;-0,099
68ba0612f1bc4f1985a98619;9/4/2025 23:35;"Worst experience ever 
I've lost money ..time and fairy
Closed 2 weeks ago and still don't have funds. Now I had to file A RESPA COMPLAINT against you Mortgage Connect and Albertelli Law ";1;US;en;TRUE;187;2025;9/1/2025;1;Post-Betsy;-0,8531
68b7637556ab1b70c181c596;9/2/2025 23:36;"I was particularly impressed with the creativity Jamil used to demonstrate income that I had that the underwriters could accept. Other lenders did not take the time to do the proper evaluation of my finances and would not work with me to evaluate my finances and ability to pay. Better was able to process my application and fulfill my HELOC needs in just 17 days from start to finish.
";5;US;en;TRUE;386;2025;9/1/2025;1;Post-Betsy;0,9359
689f5d848447fa5f1f802ffd;8/15/2025 18:17;JJ has been great. He does a great job explaining the options and helping understand which option is the best. He also is very understanding of our situation and seems only to want to do what's best for us. He also is very easy to talk to. Extremely great service for JJ;5;US;en;TRUE;270;2025;8/1/2025;1;Post-Betsy;0,9863
